stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
770,245009,"Lomita Bl at Madison St",,33.814456,-118.347642,,,,,,2
771,245007,"Lomita Bl at Hawthorne Bl",,33.816336,-118.351707,,,,,,2
772,245005,"Lomita Bl at Ocean Av",,33.817653,-118.354195,,,,,,2
773,245003,"Lomita Bl at Kent Av",,33.819221,-118.357197,,,,,,2
774,243001,"LOMITA BL + ANZA AV",,33.820127,-118.359463,,,,,,2
775,552009,"Anza Av at 226th St",,33.823815,-118.359697,,,,,,2
776,552011,"Anza Av at Sepulveda Bl",,33.826575,-118.359696,,,,,,2
777,552013,"Anza Av at Carson St",,33.830150,-118.361110,,,,,,2
778,213023,"Carson St at Hawthorne Bl",,33.831336,-118.352951,,,,,,2
782,734033,"Avalon Bl at 223rd St",,33.823912,-118.263790,,,,,,2
783,734025,"Avalon Bl at Sepulveda Bl",,33.808632,-118.264256,,,,,,2
784,734019,"Avalon Bl at Lomita Bl",,33.798826,-118.264061,,,,,,2
785,513076,"Pacific Coast Hwy at Avalon Bl",,33.791075,-118.262877,,,,,,2
786,732023,"Avalon Bl at Sepulveda Bl",,33.808703,-118.263947,,,,,,2
868,732017,"Avalon Bl at Lomita Bl",,33.798934,-118.263775,,,,,,2
869,594064,"Crenshaw Bl at 185th St",,33.862842,-118.326641,,,,,,2
870,203003,"Torrance Bl at Broadway",,33.838160,-118.386112,,,,,,2
871,205003,"Torrance Bl at Broadway Layover",,33.838321,-118.386961,,,,,,2
872,674161,"Flower St at Pico Bl",,34.039880,-118.267104,,,,,,2
873,674157,"Flower St at Washington Bl",,34.033532,-118.271185,,,,,,2
875,674155,"Flower St at 23rd St",,34.030431,-118.273006,,,,,,2
876,463328,"6th St at Flower St",,34.049902,-118.257215,,,,,,2
878,684131,"Grand Av at 5th St",,34.049882,-118.254384,,,,,,2
879,513027,"Pacific Coast Hwy at Hawthorne Bl",,33.804727,-118.350651,,,,,,2
881,007013,"Zamperini Exchange (Bay 1)",,33.800060,-118.342733,,,,,,2
886,712165,"Main St at Alameda St",,34.058811,-118.237279,,,,,,2
892,004839,"Catalina Av at Torrance Bl",,33.838467,-118.387971,,,,,,2
893,004832,"Catalina Av at Garnet St",,33.840001,-118.388094,,,,,,2
894,004831,"Catalina Av at Diamond St",,33.843348,-118.389017,,,,,,2
895,003436,"Catalina Av at Carnelian St",,33.844806,-118.390507,,,,,,2
896,008986,"Beryl St at Harbor Dr",,33.846186,-118.393205,,,,,,2
897,002438,"Hermosa Av at Lyndon St",,33.852954,-118.397473,,,,,,2
898,002435,"Hermosa Av at 2nd St",,33.854763,-118.397961,,,,,,2
899,002436,"Hermosa Av at 6th St",,33.857674,-118.398719,,,,,,2
900,002429,"Hermosa Av at 10th St",,33.860602,-118.399508,,,,,,2
901,13000002,"Pier Av at Valley Dr",,33.864495,-118.395617,,,,,,2
902,13000003,"Pacific Coast Hwy at 16th St",,33.866371,-118.393439,,,,,,2
903,13000045,"Pacific Coast Hwy at 21st St",,33.870570,-118.394645,,,,,,2
904,000145,"Artesia Bl at Pacific Coast Hwy",,33.872700,-118.394566,,,,,,2
905,13000004,"Artesia Bl at Harper Av",,33.872693,-118.391437,,,,,,2
906,13000005,"Artesia Bl at Ford Av",,33.872776,-118.387508,,,,,,2
907,13000013,"Artesia Bl at Crenshaw Bl",,33.872748,-118.325734,,,,,,2
908,13000014,"Artesia Bl at Casimir Av",,33.872781,-118.321817,,,,,,2
909,007509,"Artesia Bl at Van Ness Av",,33.872763,-118.317704,,,,,,2
910,13000015,"Artesia Bl at Gramercy Pl",,33.872745,-118.313745,,,,,,2
911,007510,"Artesia Bl at Western Av",,33.872788,-118.309395,,,,,,2
912,007508,"Artesia Bl at Normandie Av",,33.872798,-118.299286,,,,,,2
913,13000018,"190th St at Vermont Av",,33.859059,-118.289947,,,,,,2
914,13000019,"777 W 190th St",,33.860370,-118.287111,,,,,,2
915,13000058,"777 W 190th St",,33.860375,-118.287484,,,,,,2
916,167004,"Harbor Gateway Transit Center (Bay 4)",,33.869258,-118.287379,,,,,,2
917,142306,"Artesia Bl at Vermont Av",,33.872944,-118.291403,,,,,,2
918,015858,"Artesia Bl at Normandie Av",,33.873010,-118.298634,,,,,,2
919,13000062,"Artesia Bl at Denker Av",,33.872980,-118.305131,,,,,,2
920,015861,"Artesia Bl at Western Av",,33.872968,-118.308936,,,,,,2
921,13000063,"Artesia Bl at Gramercy Pl",,33.873007,-118.313161,,,,,,2
922,13000064,"Artesia Bl at Van Ness Av",,33.872969,-118.318170,,,,,,2
923,13000065,"Artesia Bl at Casimir Av",,33.872910,-118.321976,,,,,,2
924,142037,"Artesia Bl at Crenshaw Bl",,33.872919,-118.326333,,,,,,2
925,13000085,"Artesia Bl at Aviation Bl",,33.872939,-118.381903,,,,,,2
926,13000074,"Artesia Bl at Peck Av",,33.872991,-118.387682,,,,,,2
927,13000075,"Artesia Bl at Meadows Av",,33.872846,-118.392015,,,,,,2
928,000144,"Pacific Coast Hwy at Artesia Bl",,33.872515,-118.395496,,,,,,2
929,13000076,"Pacific Coast Hwy at 21st St",,33.870419,-118.394689,,,,,,2
930,13000077,"Pacific Coast Hwy at 16th St",,33.866266,-118.393507,,,,,,2
931,13000078,"Pier Av at Ardmore Av",,33.864711,-118.395305,,,,,,2
932,010964,"Hermosa Av at 11th St",,33.861181,-118.399852,,,,,,2
933,010970,"Hermosa Av at 6th St",,33.857600,-118.398920,,,,,,2
934,010969,"Hermosa Av at 2nd St",,33.855072,-118.398290,,,,,,2
935,010847,"Harbor Dr at Yacht Club Wy",,33.852128,-118.397303,,,,,,2
936,000403,"Beryl St at Harbor Dr",,33.846108,-118.393137,,,,,,2
937,13000080,"Catalina Av at Beryl St",,33.845909,-118.391941,,,,,,2
938,011927,"Catalina Av at Carnelian St",,33.844830,-118.390896,,,,,,2
939,013292,"Catalina Av at Diamond St",,33.843518,-118.389480,,,,,,2
940,013293,"Catalina Av at Garnet St",,33.840373,-118.388379,,,,,,2
941,13000016,"Artesia Bl at Denker Av",,33.872756,-118.305008,,,,,,2
944,13000001,"Pier Av at Manhattan Av",,33.863128,-118.398914,,,,,,2
945,13000079,"Pier Av at Manhattan Av",,33.862975,-118.399224,,,,,,2
949,563062,"Redondo Beach Transit Center (Bay 9)",,33.868210,-118.357446,,,,,,2
950,140937,"Imperial Hwy at Crenshaw Bl",,33.931089,-118.326932,,,,,,2
951,140806,"Imperial Hwy at Prairie Av",,33.931071,-118.343637,,,,,,2
952,005422,"Prairie Av at Century Bl",,33.945874,-118.343812,,,,,,2
953,004402,"Prairie Av at Arbor Vitae St",,33.953279,-118.343817,,,,,,2
954,012318,"Prairie Av at Manchester Bl",,33.960003,-118.344079,,,,,,2
955,012862,"Prairie Av at Arbor Vitae St",,33.952331,-118.344087,,,,,,2
956,013828,"Prairie Av at Century Bl",,33.945136,-118.344078,,,,,,2
957,002656,"Imperial Hwy at Prairie Av",,33.930843,-118.343386,,,,,,2
958,013373,"Crenshaw Bl at Imperial Hwy",,33.930477,-118.326647,,,,,,2
959,593052,"Mary K Giordano Regional Transit Center (Bay 2)",,33.841983,-118.329891,,,,,,2
960,593053,"Mary K Giordano Regional Transit Center (Bay 3)",,33.841816,-118.329666,,,,,,2
961,593054,"Mary K Giordano Regional Transit Center (Bay 4)",,33.841700,-118.329507,,,,,,2
962,593056,"Mary K Giordano Regional Transit Center (Bay 6)",,33.841758,-118.329785,,,,,,2
963,593057,"Mary K Giordano Regional Transit Center (Bay 7)",,33.841915,-118.329998,,,,,,2
964,593058,"Mary K Giordano Regional Transit Center (Bay 8)",,33.842064,-118.330190,,,,,,2
966,612038,"Van Ness Av at Del Amo Bl",,33.847168,-118.317692,,,,,,2
968,001303,"Downtown Inglewood Station (Bay 3)",,33.968387,-118.350171,,,,,,2
969,612059,"Van Ness Av at Redondo Beach Bl",,33.885527,-118.317748,,,,,,2
973,205048,"Torrance Bl at Van Ness Av and Cabrillo Av",,33.836373,-118.315843,,,,,,2
974,141033,"Prairie Av at Manchester Bl",,33.960222,-118.343815,,,,,,2
975,012317,"Prairie Av at Howland Dr",,33.965584,-118.344102,,,,,,2
978,003745,"Los Angeles St at Temple St",,34.053768,-118.240458,,,,,,2
982,017497,"Wilmington Bl at Walnut St",,33.876425,-118.236140,,,,,,2
985,007006,"LAX/Metro Transit Center Station (Bay 6)",,33.951873,-118.378418,,,,,,2
986,536065,"Aviation/Imperial Station (Bay 8)",,33.929549,-118.377863,,,,,,2
987,532067,"Aviation Bl at Century Bl",,33.945879,-118.378398,,,,,,2
988,534067,"Aviation Bl at Century Bl",,33.945796,-118.378596,,,,,,2
989,203022,"Torrance Bl at Ocean Av",,33.837457,-118.356788,,,,,,2
990,000602,"Aviation Bl at Imperial Hwy",,33.931273,-118.378339,,,,,,2
991,000208,"Imperial Hwy at Aviation Bl",,33.931045,-118.379034,,,,,,2
992,009312,"Imperial Hwy at Nash St",,33.930807,-118.386991,,,,,,2
993,009313,"Imperial Hwy at Douglas St",,33.930816,-118.382805,,,,,,2
994,000167,"Aviation Bl at 111th St",,33.934330,-118.378389,,,,,,2
995,000687,"Aviation Bl at 111th St",,33.934702,-118.378585,,,,,,2
996,000209,"Imperial Hwy at Douglas St",,33.931142,-118.383610,,,,,,2
998,173027,"190TH ST AT FIRMONA AV",,33.858198,-118.358022,,,,,,2
999,175027,"190TH ST + FIRMONA AV",,33.858388,-118.357389,,,,,,1
