OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
504,602,W2,CHURCH LANE,3,ComCirc,Metro Shuttles and Circulators,602,602 WESTWOOD - PACIFIC PALISADES VIA SUNSET BL,602 WESTWOOD - PACIFIC PALISADES VIA SUNSET BL\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
505,602,W3,Revere School Trip,3,ComCirc,Metro Shuttles and Circulators,602,602 WESTWOOD - PACIFIC PALISADES VIA SUNSET BL,602 WESTWOOD - PACIFIC PALISADES VIA SUNSET BL\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
506,602,W9,Terminate at Sunset / Temescal,3,ComCirc,Metro Shuttles and Circulators,602,602 WESTWOOD - PACIFIC PALISADES VIA SUNSET BL,602 WESTWOOD - PACIFIC PALISADES VIA SUNSET BL\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
507,603,N1,END TO END,0,ComCirc,Metro Shuttles and Circulators,603,603 GLENDALE-GRAND STA VIA SAN FERNANDO-RAMPART-HOOVER,603 GLENDALE-GRAND STA VIA SAN FERNANDO-RAMPART-HOOVER\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
508,603,S1,END TO END,1,ComCirc,Metro Shuttles and Circulators,603,603 GLENDALE-GRAND STA VIA SAN FERNANDO-RAMPART-HOOVER,603 GLENDALE-GRAND STA VIA SAN FERNANDO-RAMPART-HOOVER\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
509,605,N1,END TO END,0,ComCirc,Metro Shuttles and Circulators,605,605 LAC+USC MED CTR OUT PATIENT SHUTTLE,605 LAC+USC MED CTR OUT PATIENT SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
510,605,S1,END TO END,1,ComCirc,Metro Shuttles and Circulators,605,605 LAC+USC MED CTR OUT PATIENT SHUTTLE,605 LAC+USC MED CTR OUT PATIENT SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
511,611,E1,CLOCKWISE,8,ComCirc,Metro Shuttles and Circulators,611,611 HUNTINGTON PARK  SHUTTLE,611 HUNTINGTON PARK  SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
512,611,W1,COUNTER CLOCKWISE,9,ComCirc,Metro Shuttles and Circulators,611,611 HUNTINGTON PARK  SHUTTLE,611 HUNTINGTON PARK  SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
513,617,E1,FROM BEVERLY/PICO,2,ComCirc,Metro Shuttles and Circulators,617,617 BEVERLY HILLS-CULVER CITY VIA BURTON -  ROBERTSON,617 BEVERLY HILLS-CULVER CITY VIA BURTON -  ROBERTSON\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
514,617,W1,FROM CULVER CITY,3,ComCirc,Metro Shuttles and Circulators,617,617 BEVERLY HILLS-CULVER CITY VIA BURTON -  ROBERTSON,617 BEVERLY HILLS-CULVER CITY VIA BURTON -  ROBERTSON\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
515,660,N1,END TO END,0,ComCirc,Metro Shuttles and Circulators,660,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
516,660,N2,HUNFRE LATE NIGHT TRIPS,0,ComCirc,Metro Shuttles and Circulators,660,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
517,660,S1,END TO END,1,ComCirc,Metro Shuttles and Circulators,660,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
518,660,S2,HUNFRE LATE NIGHT TRIPS,1,ComCirc,Metro Shuttles and Circulators,660,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE,660 DEL MAR STATION - ALTADENA - VIA FAIR OAKS SHUTTLE\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
519,662,N1,COUNTER CW,0,ComCirc,Metro Shuttles and Circulators,662,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
520,662,N2,MUIR HS START - LINWYA,0,ComCirc,Metro Shuttles and Circulators,662,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
521,662,N3,COUNTER CW - DEL MAR STATION,0,ComCirc,Metro Shuttles and Circulators,662,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
522,662,S1,CLOCKWISE,1,ComCirc,Metro Shuttles and Circulators,662,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN,662 ALTADENA-PASADENA VIA LAKE - LOS ROBLES - LINCOLN\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
523,665,N1,END TO END,0,ComCirc,Metro Shuttles and Circulators,665,665 ROSE HILL TC - CITY TERRACE - EAST LA,665 ROSE HILL TC - CITY TERRACE - EAST LA\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
524,665,S1,END TO END,1,ComCirc,Metro Shuttles and Circulators,665,665 ROSE HILL TC - CITY TERRACE - EAST LA,665 ROSE HILL TC - CITY TERRACE - EAST LA\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
525,686,N1,-686- RAYDEL TO NEWALL,0,ComCirc,Metro Shuttles and Circulators,686,686 PASADENA VIA DEL MAR STA -COLORADO-ALLEN-NEW YORK,686 PASADENA VIA DEL MAR STA -COLORADO-ALLEN-NEW YORK\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
526,686,S1,-686- NEWALL TO RAYDEL,1,ComCirc,Metro Shuttles and Circulators,686,686 PASADENA VIA DEL MAR STA -COLORADO-ALLEN-NEW YORK,686 PASADENA VIA DEL MAR STA -COLORADO-ALLEN-NEW YORK\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
527,690,E1,OLIVIE TO FOOMTG,2,ComCirc,Metro Shuttles and Circulators,690,690 SYLMAR OLIVE VIEW HOSP. - SUNLAND VIA FOOTHILL BL,690 SYLMAR OLIVE VIEW HOSP. - SUNLAND VIA FOOTHILL BL\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
528,690,W1,FOOMTG TO SYLMET,3,ComCirc,Metro Shuttles and Circulators,690,690 SYLMAR OLIVE VIEW HOSP. - SUNLAND VIA FOOTHILL BL,690 SYLMAR OLIVE VIEW HOSP. - SUNLAND VIA FOOTHILL BL\nType: Metro Shuttles and Circulators,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
529,720,E1,END TO END,2,RapidBRT,Metro Rapid,720,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
530,720,E3,FEDERAL BLDG. L.O.,2,RapidBRT,Metro Rapid,720,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
531,720,W1,END TO END,3,RapidBRT,Metro Rapid,720,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
532,720,W3,FEDERAL BLDG. L.O.,3,RapidBRT,Metro Rapid,720,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
533,720,W4,CENTRAL & 6TH TO 5TH & MAIN,3,RapidBRT,Metro Rapid,720,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD,720 SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
534,754,N1,END TO END,0,RapidBRT,Metro Rapid,754,754 HOLLYWOOD - ATHENS VIA VERMONT AV,754 HOLLYWOOD - ATHENS VIA VERMONT AV\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
535,754,S1,END TO END,1,RapidBRT,Metro Rapid,754,754 HOLLYWOOD - ATHENS VIA VERMONT AV,754 HOLLYWOOD - ATHENS VIA VERMONT AV\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
536,761,N1,761 RAPID END TO END,0,RapidBRT,Metro Rapid,761,761 SYLMAR STA- WEST LA VIA VAN NUYS BL - SEPULVEDA BL,761 SYLMAR STA- WEST LA VIA VAN NUYS BL - SEPULVEDA BL\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
537,761,S1,761 RAPID END TO END,1,RapidBRT,Metro Rapid,761,761 SYLMAR STA- WEST LA VIA VAN NUYS BL - SEPULVEDA BL,761 SYLMAR STA- WEST LA VIA VAN NUYS BL - SEPULVEDA BL\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
538,857,N1,AVIATION STA - WESTCHESTER/VETERANS STA,0,RapidBRT,Metro Rapid,857,857 C & K LINE LINK,857 C & K LINE LINK\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
539,857,S1,WESTCHESTER/VETERANS STA - AVIATION STA,1,RapidBRT,Metro Rapid,857,857 C & K LINE LINK,857 C & K LINE LINK\nType: Metro Rapid,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
540,901,E1,END TO END,2,RapidBRT,Metro Orange Line,901,901 METRO G LINE,901 METRO G LINE\nType: Metro Orange Line,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
541,901,E2,CANOGA STATION LAYOVER,2,RapidBRT,Metro Orange Line,901,901 METRO G LINE,901 METRO G LINE\nType: Metro Orange Line,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
542,901,W1,END TO END,3,RapidBRT,Metro Orange Line,901,901 METRO G LINE,901 METRO G LINE\nType: Metro Orange Line,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
543,901,W2,CANOGA STATION LAYOVER,3,RapidBRT,Metro Orange Line,901,901 METRO G LINE,901 METRO G LINE\nType: Metro Orange Line,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
544,910,N1,END TO END,0,RapidBRT,Metro Silver Line,910,910 METRO J LINE,910 METRO J LINE\nType: Metro Silver Line,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
545,910,S1,END TO END,1,RapidBRT,Metro Silver Line,910,910 METRO J LINE,910 METRO J LINE\nType: Metro Silver Line,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
