OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
168,78,E2,WOODWARD/GARFIELD LO,2,LocalCBD,Metro Local and Limited,78,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
169,78,W1,78 WEST,3,LocalCBD,Metro Local and Limited,78,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
170,78,W2,FROM WOODWARD/GARFIELD LO,3,LocalCBD,Metro Local and Limited,78,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS,78 DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
171,81,N1,END TO END REROUTE VIA YOSEMITE -- DEL FIGA28 ADD A26FIG TP,0,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
172,81,N2,LA LOMA L.O,0,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
173,81,N5,OWL LINE-UP HILL & 7TH,0,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
174,81,N6,TER028 WITH OWL LINE-UP HILL & 7TH,0,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
175,81,S1,END TO END REROUTE VIA YOSEMITE -- DEL FIGA28 ADD A26FIG TP,1,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
176,81,S2,LA LOMA L.O,1,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
177,81,S5,SCHOOL TRIPPER,1,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
178,81,S7,OWL LINE-UP HILL & 7TH,1,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
179,81,S8,OWL LINE-UP HILL & 7TH TO TER028,1,LocalCBD,Metro Local and Limited,81,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,81 EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
180,90,N1,END TO END-90-,0,LocalCBD,Metro Local and Limited,90,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
181,90,N5,NIGHT,0,LocalCBD,Metro Local and Limited,90,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
182,90,S1,END TO END -90-,1,LocalCBD,Metro Local and Limited,90,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
183,90,S5,SAN FERNANDO SHORTLINE,1,LocalCBD,Metro Local and Limited,90,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL,90 DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
184,92,N1,92 END TO END,0,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
185,92,N2,OWL SERVICE ONLY,0,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
186,92,N3,MAIN & 7TH TO TEMGRA,0,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
187,92,N5,BRABRL ARR/LVE,0,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
188,92,N6,T28 LAYOVER,0,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
189,92,N7,92 SHORT LINE TO BURBANK METROLINK,0,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
190,92,S1,92 END TO END,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
191,92,S2,OWL SERVICE ONLY,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
192,92,S3,92 TEMGRA TO MAIOLY,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
193,92,S4,92 BRABRL ARR/LVE,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
194,92,S5,TEMGRA TO MAI7TH,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
195,92,S6,T28 LAYOVER,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
196,92,S7,92  SHORT LINE FOR METROLINK,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
197,92,S8,SYLMET TO FROMET,1,LocalCBD,Metro Local and Limited,92,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,92 DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
198,94,N1,END TO END,0,LocalCBD,Metro Local and Limited,94,94 DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL,94 DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
199,94,N2,NIGHT SERVICE,0,LocalCBD,Metro Local and Limited,94,94 DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL,94 DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
200,94,S1,END TO END,1,LocalCBD,Metro Local and Limited,94,94 DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL,94 DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
201,96,N3,END TO END VIA ZOO,0,LocalCBD,Metro Local and Limited,96,96 DOWNTOWN LA- BURBANK STA VIA GRIFFITH PARK,96 DOWNTOWN LA- BURBANK STA VIA GRIFFITH PARK\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
202,96,S3,END TO END VIA ZOO,1,LocalCBD,Metro Local and Limited,96,96 DOWNTOWN LA- BURBANK STA VIA GRIFFITH PARK,96 DOWNTOWN LA- BURBANK STA VIA GRIFFITH PARK\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
203,102,E1,END TO END_WESEXP,2,LocalNonCBD,Metro Local and Limited,102,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
204,102,E2,OWL STOCKER,2,LocalNonCBD,Metro Local and Limited,102,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
205,102,E4,ALTERNATE VIA LA CIENEGA,2,LocalNonCBD,Metro Local and Limited,102,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
206,102,W1,END TO END_WESEXP,3,LocalNonCBD,Metro Local and Limited,102,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
207,102,W2,OWL STOCKER,3,LocalNonCBD,Metro Local and Limited,102,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
208,102,W4,ALTERNATE VIA LA CIENEGA,3,LocalNonCBD,Metro Local and Limited,102,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION,102 LAX CTY BUS CTR - S GATE VIA LA TIJERA-EXPOSITION\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
209,105,N1,END to END,0,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
210,105,N3,OWL Crenshaw SL - Vermont A/L,0,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
211,105,N6,WestHollywood Pull-In,0,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
212,105,S1,END to END,1,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
213,105,S2,West LA Transit Center,1,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
214,105,S5,OWL Crenshaw ShortLine,1,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
215,105,S6,WestHollywood Pull-Out,1,LocalNonCBD,Metro Local and Limited,105,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL,105 W HOLLYWOOD - VERNON VIA LA CIENEGA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
216,106,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,106,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
217,106,N2,ELAC T. CENTER TO ATLANTIC/CESAR CHAVEZ,0,LocalNonCBD,Metro Local and Limited,106,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
218,106,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,106,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
219,106,S2,ATLANTIC/RIGGIN TO ELAC T. CENTER,1,LocalNonCBD,Metro Local and Limited,106,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY,106 MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
220,108,E1,MAIN ROUTE,2,LocalNonCBD,Metro Local and Limited,108,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
221,108,E2,MESMER & MAJOR,2,LocalNonCBD,Metro Local and Limited,108,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
222,108,E4,EASTERN/HARBOR LAYOVER,2,LocalNonCBD,Metro Local and Limited,108,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
223,108,W1,MAIN ROUTE,3,LocalNonCBD,Metro Local and Limited,108,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
224,108,W2,MESMER & MAJOR,3,LocalNonCBD,Metro Local and Limited,108,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
225,108,W4,EASTERN/HARBOR LAYOVER,3,LocalNonCBD,Metro Local and Limited,108,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV,108 MARINA DEL REY - PICO RIVERA VIA SLAUSON AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
226,110,E1,GAGE NEW LOOP,2,LocalNonCBD,Metro Local and Limited,110,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
227,110,E2,MESMER/MAJOR SHORTLINE,2,LocalNonCBD,Metro Local and Limited,110,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
228,110,E4,MAIE LAYOVER,2,LocalNonCBD,Metro Local and Limited,110,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
229,110,W1,NEW LOOP END TO END,3,LocalNonCBD,Metro Local and Limited,110,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
230,110,W2,MESMER/MAJOR SHORTLINE,3,LocalNonCBD,Metro Local and Limited,110,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
231,110,W4,MAIE L.O.,3,LocalNonCBD,Metro Local and Limited,110,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV,110 PLAYA VISTA- BELL GARDENS VIA JEFFERSON BL-GAGE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
232,111,E1,LAX to 105 sta,2,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
233,111,E3,FLORENCE & GARFIELD L.O.,2,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
234,111,E4,DOWNTOWN INGLEWOOD STA,2,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
235,111,E5,PACIFIC L.O.,2,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
236,111,W1,105 Sta to LAX,3,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
237,111,W3,FLORENCE & GARFIELD L.O.,3,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
238,111,W4,DOWNTOWN INGLEWOOD STA,3,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
239,111,W5,PACIFIC L.O.,3,LocalNonCBD,Metro Local and Limited,111,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV,111 LAX CITY BUS CTR - NORWALK STA VIA FLORENCE AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
240,115,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
241,115,E2,INGTRA SHORT LINE,2,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
242,115,E4,LAKWOOD/HALL L.O,2,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
243,115,E5,WESTCHESTER HIGH SCHOOL,2,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
244,115,E6,MANCHESTER & SEPULVEDA L.O.,2,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
245,115,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
246,115,W2,INGTRA SHORT LINE,3,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
247,115,W3,FIRESTONE/ATLANTIC L.O.,3,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
248,115,W4,LAKWOOD/HALL L.O,3,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
249,115,W6,MANCHESTER & SEPULVEDA L.O.,3,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
250,115,WB,SEPUL - BERN,3,LocalNonCBD,Metro Local and Limited,115,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE,115 PLAYA DEL REY - NORWALK VIA MANCHESTER - FIRESTONE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
