stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
30122,30122,"Garfield/Cecilia",,33.956923,-118.15998,,,0,,0
30123,30123,"Huntington/Stoneman",,34.106759,-118.134459,,,0,,0
30124,30124,"Garfield/Fostoria",,33.955921,-118.161161,,,0,,0
30125,30125,"Huntington/Monterey",,34.1080027288,-118.1324995043,,,0,,0
30126,30126,"FirestoneBL/Garfield",,33.949426,-118.165724,,,0,,0
3013,3013,"Garfield/Florence",,33.965011,-118.151649,,,0,,0
3014,3014,"Garfield/Alhambra",,34.100413,-118.130612,,,0,,0
3015,3015,"Garfield/Loveland",,33.969844,-118.149017,,,0,,0
3016,3016,"Garfield/Grand",,34.098916,-118.129572,,,0,,0
3017,3017,"Garfield/Gage",,33.973834,-118.146638,,,0,,0
3018,3018,"Garfield/Woodward",,34.097394,-118.12852,,,0,,0
3019,3019,"Garfield/Randolph",,33.977609,-118.144358,,,0,,0
3020,3020,"Garfield/Main",,34.094884,-118.126721,,,0,,0
3021,3021,"Garfield/Randolph-Slauson",,33.979033,-118.143468,,,0,,0
3022,3022,"Garfield/Bay State",,34.092975,-118.125431,,,0,,0
3023,3023,"Garfield/Slauson",,33.982469,-118.141304,,,0,,0
3024,3024,"Garfield/Commonweatlh",,34.091924,-118.124687,,,0,,0
3025,3025,"Garfield/Bandini",,33.986436,-118.138522,,,0,,0
3026,3026,"Garfield/Beacon",,34.090992,-118.124015,,,0,,0
3027,3027,"Garfield/Telegraph",,33.988012,-118.136902,,,0,,0
3028,3028,"Garfield/Park",,34.088635,-118.12319,,,0,,0
3029,3029,"Garfield/Elm",,33.991379,-118.134617,,,0,,0
3030,3030,"Garfield/Los Higos",,34.085399,-118.123185,,,0,,0
3031,3031,"Garfield/Yates",,33.994118,-118.134557,,,0,,0
3032,3032,"Garfield/San Marino",,34.082494,-118.123184,,,0,,0
3033,3033,"Garfield/Malt",,33.996627,-118.134486,,,0,,0
3034,3034,"Garfield/Shorb",,34.080525,-118.123143,,,0,,0
3035,3035,"Garfield/Washington",,34.000632,-118.132605,,,0,,0
3036,3036,"Garfield/Valley",,34.078897,-118.123153,,,0,,0
3037,3037,"Garfield/Flotilla",,34.006006,-118.131263,,,0,,0
3038,3038,"Garfield/Norwood",,34.075519,-118.123085,,,0,,0
3039,3039,"Garfield/Ferguson",,34.008592,-118.131288,,,0,,0
3040,3040,"Garfield/Glendon",,34.07427,-118.123044,,,0,,0
3041,3041,"Garfield/Olympic",,34.011749,-118.130701,,,0,,0
3042,3042,"Garfield/Hellman",,34.069461,-118.123011,,,0,,0
3043,3043,"Garfield/Allston",,34.013612,-118.130238,,,0,,0
3044,3044,"Garfield/GarfieldMedCtr",,34.068002,-118.122985,,,0,,0
3045,3045,"Garfield/Whittier",,34.014824,-118.129825,,,0,,0
3046,3046,"Garfield/Emerson",,34.065945,-118.122945,,,0,,0
3047,3047,"Garfield/Madison",,34.018077,-118.130398,,,0,,0
3048,3048,"Garfield/Garvey",,34.061957,-118.122909,,,0,,0
3049,3049,"Garfield/Hay",,34.019499,-118.132842,,,0,,0
3050,3050,"Garfield/Newmark",,34.059539,-118.122876,,,0,,0
3051,3051,"Garfield/Beverly",,34.021933,-118.134023,,,0,,0
3052,3052,"Garfield/Grandridge",,34.054814,-118.126113,,,0,,0
3053,3053,"Garfield/Via Acosta",,34.023916,-118.132649,,,0,,0
3054,3054,"Garfield/Maronde",,34.051378,-118.127318,,,0,,0
3055,3055,"Garfield/ViaSanDelaro",,34.025455,-118.130642,,,0,,0
3056,3056,"Garfield/El Repetto",,34.047371,-118.128889,,,0,,0
3057,3057,"Garfield/Via Altamira",,34.027046,-118.128886,,,0,,0
3058,3058,"Garfield/Keller",,34.0443,-118.128589,,,0,,0
3059,3059,"Garfield/Via Paseo",,34.02959,-118.128179,,,0,,0
3060,3060,"Garfield/Elmgate",,34.041165,-118.129222,,,0,,0
3061,3061,"Garfield/ViaPaseo-Campo",,34.030517,-118.128555,,,0,,0
3062,3062,"Garfield/Arlight",,34.038726,-118.129575,,,0,,0
3063,3063,"Garfield/Pomona",,34.033656,-118.12995,,,0,,0
3064,3064,"Garfield/Riggin",,34.036982,-118.130562,,,0,,0
3065,3065,"Garfield/Riggin",,34.037084,-118.130348,,,0,,0
3066,3066,"Garfield/Fernfield",,34.034283,-118.13026,,,0,,0
3067,3067,"Garfield/Floral",,34.038707,-118.129413,,,0,,0
